		interface_overlap	num_overlapping_intf_res	chain_overlap	num_overlapping_chn_res	matching_humap3_comps	min_pDockQ	min_IF_pLDDT	common_protein	protein_1	protein_2
Q9H269-Q96AX1	P49754-Q9H269	yes	11	yes	265	['huMAP3_08749.1', 'huMAP3_12945.1', 'huMAP3_02792.1', 'huMAP3_12433.1', 'huMAP3_13822.1']	0.49	85.50151799952097	Q9H269	Q96AX1	P49754
P25787-P28065	P28065-P40306	no	0	no	0	['huMAP3_00356.1', 'huMAP3_09656.1', 'huMAP3_13725.1']	0.368	78.69454513951543	P28065	P40306	P25787
Q9NYK5-Q9NRX2	Q9NP92-Q9NRX2	no	0	no	0	['huMAP3_09602.1', 'huMAP3_08458.1', 'huMAP3_11966.1', 'huMAP3_06550.1', 'huMAP3_08556.1', 'huMAP3_09483.1', 'huMAP3_06589.1', 'huMAP3_09113.1', 'huMAP3_10701.1', 'huMAP3_07939.1', 'huMAP3_10538.1', 'huMAP3_06439.1']	0.251	87.42854049238262	Q9NRX2	Q9NP92	Q9NYK5
O95639-Q6UN15	O95639-Q10570	no	0	yes	76	['huMAP3_09096.1', 'huMAP3_11757.1', 'huMAP3_00102.1']	0.265	76.967334605079	O95639	Q10570	Q6UN15
Q9Y291-P82675	Q9Y3D9-P82675	no	0	no	0	['huMAP3_11966.1', 'huMAP3_08556.1', 'huMAP3_05954.1', 'huMAP3_09015.1', 'huMAP3_09602.1', 'huMAP3_10701.1', 'huMAP3_10538.1']	0.342	81.9478822792792	P82675	Q9Y291	Q9Y3D9
P31150-P20338	P31150-P51151	yes	12	yes	185	['huMAP3_08941.1', 'huMAP3_09217.1', 'huMAP3_11094.1', 'huMAP3_11860.1']	0.414	75.53521820133635	P31150	P20338	P51151
Q9UP83-Q96JB2	Q9UP83-Q96MW5	no	0	yes	84	['huMAP3_04294.1', 'huMAP3_14423.1', 'huMAP3_09176.1', 'huMAP3_11797.1']	0.415	73.48628731827839	Q9UP83	Q96MW5	Q96JB2
P11142-P54652	Q8WXB1-P11142	no	0	yes	2	['huMAP3_11049.1', 'huMAP3_14723.1', 'huMAP3_07919.1', 'huMAP3_06506.1']	0.243	75.27249674749801	P11142	Q8WXB1	P54652
P31150-P51151	P31150-P61020	yes	27	yes	191	['huMAP3_08941.1', 'huMAP3_11094.1', 'huMAP3_09217.1']	0.585	77.1893184415882	P31150	P51151	P61020
Q9Y6Q5-Q10567	Q10567-O43747	no	0	yes	4	['huMAP3_08695.1', 'huMAP3_12376.1', 'huMAP3_04311.1', 'huMAP3_10876.1', 'huMAP3_06769.1', 'huMAP3_10762.1', 'huMAP3_13055.1', 'huMAP3_06557.1', 'huMAP3_12394.1', 'huMAP3_12918.1']	0.52	70.56466026234425	Q10567	Q9Y6Q5	O43747
P62714-P30153	P62714-P63151	no	0	yes	10	['huMAP3_13510.1', 'huMAP3_10333.1']	0.313	72.32121566706996	P62714	P30153	P63151
P18754-P63279	P18754-O00629	no	0	yes	98	['huMAP3_12581.1', 'huMAP3_10000.1', 'huMAP3_08641.1']	0.289	71.33126712086336	P18754	O00629	P63279
Q14738-P30154	P67775-P30154	no	0	yes	77	['huMAP3_13510.1', 'huMAP3_07998.1', 'huMAP3_09709.1', 'huMAP3_10333.1']	0.613	76.84803057179701	P30154	P67775	Q14738
Q92922-Q92925	Q92922-Q969G3	yes	24	yes	143	['huMAP3_03221.1', 'huMAP3_11470.1']	0.256	70.70423763911843	Q92922	Q969G3	Q92925
Q9BUE0-Q9NVC6	Q9NVC6-Q6P2C8	no	0	no	0	['huMAP3_02730.1']	0.501	78.92319313897396	Q9NVC6	Q9BUE0	Q6P2C8
Q9NPG3-Q9NVP2	Q9NVP2-Q9Y2V0	no	0	yes	24	['huMAP3_08143.1', 'huMAP3_00115.1', 'huMAP3_10747.1', 'huMAP3_12711.1', 'huMAP3_12963.1', 'huMAP3_09859.1', 'huMAP3_11834.1', 'huMAP3_00724.1', 'huMAP3_09289.1', 'huMAP3_06020.1']	0.316	71.15400672009768	Q9NVP2	Q9NPG3	Q9Y2V0
O75534-Q9Y3F4	Q9Y3F4-Q7Z422	yes	21	yes	156	['huMAP3_09986.1', 'huMAP3_15264.1']	0.367	80.01959850150975	Q9Y3F4	Q7Z422	O75534
Q13636-Q9UL26	Q13636-P26374	yes	10	yes	131	['huMAP3_11094.1', 'huMAP3_11860.1']	0.344	77.5194725355662	Q13636	P26374	Q9UL26
Q9NX70-Q6P2C8	Q6P2C8-Q9H944	no	0	no	0	['huMAP3_02730.1']	0.58	86.52913515678114	Q6P2C8	Q9NX70	Q9H944
P62136-Q15435	P62136-Q96QC0	yes	19	yes	231	['huMAP3_14504.1']	0.569	76.66599349267905	P62136	Q15435	Q96QC0
P06730-O43432	P06730-Q13541	yes	27	yes	102	['huMAP3_09957.1', 'huMAP3_13436.1', 'huMAP3_10733.1', 'huMAP3_13122.1', 'huMAP3_01678.1', 'huMAP3_01924.1', 'huMAP3_08691.1', 'huMAP3_04825.1', 'huMAP3_12323.1', 'huMAP3_12383.1']	0.344	79.72394659488221	P06730	Q13541	O43432
Q6VN20-Q9H7D7	Q6VN20-Q9H871	yes	12	yes	203	['huMAP3_12700.1', 'huMAP3_10711.1', 'huMAP3_08787.1', 'huMAP3_09818.1', 'huMAP3_05775.1']	0.399	83.91956550273565	Q6VN20	Q9H871	Q9H7D7
Q13303-O43448	Q14722-Q13303	yes	16	yes	24	['huMAP3_13061.1', 'huMAP3_07655.1', 'huMAP3_10381.1', 'huMAP3_14401.1']	0.675	80.91354772065061	Q13303	O43448	Q14722
O43747-P56377	Q10567-O43747	yes	11	yes	60	['huMAP3_08695.1', 'huMAP3_12376.1', 'huMAP3_06769.1', 'huMAP3_10876.1', 'huMAP3_10762.1', 'huMAP3_13055.1', 'huMAP3_06557.1', 'huMAP3_12394.1', 'huMAP3_12918.1']	0.52	70.56466026234425	O43747	Q10567	P56377
Q4VC05-Q92784	Q4VC05-Q6STE5	no	0	yes	14	['huMAP3_03221.1', 'huMAP3_11470.1']	0.248	82.5868841496451	Q4VC05	Q92784	Q6STE5
Q9NP92-Q9BZE1	Q5T653-Q9BZE1	no	0	yes	84	['huMAP3_09602.1', 'huMAP3_08458.1', 'huMAP3_11966.1', 'huMAP3_06550.1', 'huMAP3_08556.1', 'huMAP3_09483.1', 'huMAP3_06589.1', 'huMAP3_03763.1', 'huMAP3_09113.1', 'huMAP3_10701.1', 'huMAP3_07939.1', 'huMAP3_10538.1', 'huMAP3_06439.1']	0.273	86.6384368365392	Q9BZE1	Q9NP92	Q5T653
Q15459-Q12874	Q15459-Q15428	no	0	yes	16	['huMAP3_08980.1', 'huMAP3_04549.1', 'huMAP3_15168.1', 'huMAP3_06511.1', 'huMAP3_09187.1']	0.621	87.21164529284772	Q15459	Q12874	Q15428
P31150-P51153	P31150-P51151	yes	12	yes	175	['huMAP3_08941.1', 'huMAP3_11094.1', 'huMAP3_09217.1', 'huMAP3_06994.1']	0.401	78.01333182332719	P31150	P51151	P51153
Q9BTC8-Q16576	Q9NP50-Q16576	yes	15	yes	59	['huMAP3_15128.1']	0.231	77.44333129572611	Q16576	Q9BTC8	Q9NP50
P68371-Q9BQE3	P68371-P07437	no	0	no	0	['huMAP3_09233.1', 'huMAP3_14709.1', 'huMAP3_10475.1', 'huMAP3_10665.1']	0.621	84.73991293447028	P68371	Q9BQE3	P07437
Q14566-Q9BTE3	P25205-Q14566	yes	19	yes	554	['huMAP3_12180.1', 'huMAP3_14758.1', 'huMAP3_11832.1', 'huMAP3_08554.1', 'huMAP3_11119.1', 'huMAP3_00154.1']	0.332	70.45571492329768	Q14566	P25205	Q9BTE3
P25963-Q04864	P25963-Q01201	yes	20	yes	308	['huMAP3_14474.1', 'huMAP3_05441.1']	0.298	72.17999390288806	P25963	Q01201	Q04864
Q9BVA0-O75449	O75449-Q9H079	yes	18	yes	104	['huMAP3_11361.1', 'huMAP3_04019.1', 'huMAP3_14626.1', 'huMAP3_11693.1', 'huMAP3_13167.1']	0.483	79.92665985511175	O75449	Q9BVA0	Q9H079
P31150-P61006	P31150-P61018	yes	12	yes	185	['huMAP3_01895.1', 'huMAP3_11094.1', 'huMAP3_06994.1', 'huMAP3_08941.1', 'huMAP3_11860.1', 'huMAP3_09217.1', 'huMAP3_06607.1']	0.423	72.82127593925874	P31150	P61006	P61018
Q13636-P31150	P31150-P51151	yes	20	yes	181	['huMAP3_01895.1', 'huMAP3_11094.1', 'huMAP3_06994.1', 'huMAP3_08941.1', 'huMAP3_11860.1', 'huMAP3_09217.1']	0.495	74.76007825020658	P31150	Q13636	P51151
Q9P0W2-Q14687	Q14687-Q13547	no	0	yes	37	['huMAP3_09232.1', 'huMAP3_09031.1', 'huMAP3_10311.1', 'huMAP3_15128.1', 'huMAP3_01287.1', 'huMAP3_08800.1']	0.263	70.44835825215644	Q14687	Q13547	Q9P0W2
Q99961-Q99963	Q99961-Q99962	yes	68	yes	284	['huMAP3_14074.1', 'huMAP3_03067.1']	0.73	91.01950968048835	Q99961	Q99963	Q99962
P62136-Q6NYC8	P62136-Q96QC0	yes	16	yes	229	['huMAP3_14504.1']	0.462	71.9601633772259	P62136	Q6NYC8	Q96QC0
O60826-Q7Z3J2	O60826-Q8TCE6	no	0	no	0	['huMAP3_14444.1', 'huMAP3_07032.1']	0.467	78.72061061518988	O60826	Q8TCE6	Q7Z3J2
Q9BSJ2-Q6NZ67	Q9BSJ2-Q9UGJ1	no	0	yes	37	['huMAP3_14882.1', 'huMAP3_00522.1', 'huMAP3_09443.1']	0.415	73.83004855559084	Q9BSJ2	Q6NZ67	Q9UGJ1
P31150-P20338	Q13636-P31150	yes	10	yes	189	['huMAP3_11094.1', 'huMAP3_08941.1', 'huMAP3_11860.1', 'huMAP3_09217.1', 'huMAP3_06607.1']	0.414	74.76007825020658	P31150	P20338	Q13636
Q13547-Q92769	Q92769-Q8N344	no	0	yes	82	['huMAP3_01287.1', 'huMAP3_10311.1']	0.505	74.97332691629047	Q92769	Q13547	Q8N344
Q86Y82-P54920	O75379-P54920	no	0	yes	23	['huMAP3_13160.1', 'huMAP3_10587.1', 'huMAP3_08929.1', 'huMAP3_06458.1']	0.299	71.18741736708132	P54920	O75379	Q86Y82
Q9GZV5-Q15561	P46937-Q15561	yes	37	yes	177	['huMAP3_14575.1', 'huMAP3_05786.1', 'huMAP3_10235.1', 'huMAP3_13677.1']	0.539	81.57768176716435	Q15561	P46937	Q9GZV5
Q92769-Q9BTC8	Q9BTC8-Q09028	no	0	yes	45	['huMAP3_09499.1', 'huMAP3_10472.1', 'huMAP3_15128.1']	0.66	76.86604104991056	Q9BTC8	Q92769	Q09028
Q13573-O95926	O95926-Q9HCS7	no	0	yes	38	['huMAP3_09504.1', 'huMAP3_06429.1', 'huMAP3_06726.1', 'huMAP3_09945.1', 'huMAP3_08703.1', 'huMAP3_15168.1', 'huMAP3_08501.1', 'huMAP3_09187.1']	0.276	83.45718775196231	O95926	Q13573	Q9HCS7
P60891-Q14558	P60891-O60256	yes	41	yes	343	['huMAP3_13128.1', 'huMAP3_10201.1', 'huMAP3_09527.1', 'huMAP3_14146.1', 'huMAP3_11883.1', 'huMAP3_07801.1', 'huMAP3_01114.1', 'huMAP3_10941.1', 'huMAP3_12561.1']	0.701	90.44175165149072	P60891	O60256	Q14558
Q12905-Q96SI9	Q12905-Q12906	yes	42	yes	472	['huMAP3_10538.1', 'huMAP3_10625.1', 'huMAP3_11966.1']	0.614	77.56398708164336	Q12905	Q12906	Q96SI9
P06730-Q9NRA8	P06730-Q9UNK9	yes	26	yes	118	['huMAP3_13436.1', 'huMAP3_12323.1', 'huMAP3_12383.1', 'huMAP3_13122.1']	0.593	83.6560377771006	P06730	Q9NRA8	Q9UNK9
Q13547-Q92769	Q13547-O14519	no	0	yes	95	['huMAP3_15128.1']	0.406	70.06998133743356	Q13547	Q92769	O14519
O43242-P51665	P55036-P51665	no	0	yes	19	['huMAP3_05064.1', 'huMAP3_09656.1', 'huMAP3_13725.1']	0.243	80.2649401600448	P51665	O43242	P55036
Q04725-Q04726	Q04725-Q04727	yes	23	yes	203	['huMAP3_11616.1', 'huMAP3_14261.1', 'huMAP3_00022.1']	0.541	75.77188551687905	Q04725	Q04727	Q04726
Q9Y2H1-Q9H8S9	Q9H8S9-Q7L9L4	yes	15	yes	226	['huMAP3_11381.1', 'huMAP3_02959.1']	0.338	74.97739185236466	Q9H8S9	Q7L9L4	Q9Y2H1
Q13573-O43660	O43660-Q9UMS4	no	0	yes	1	['huMAP3_09187.1', 'huMAP3_09945.1', 'huMAP3_15168.1']	0.357	81.21638325818589	O43660	Q13573	Q9UMS4
P62136-Q12972	Q99622-P62136	yes	10	yes	32	['huMAP3_14504.1', 'huMAP3_09354.1', 'huMAP3_09633.1', 'huMAP3_10148.1', 'huMAP3_08717.1', 'huMAP3_06304.1', 'huMAP3_08482.1']	0.329	78.87713154280058	P62136	Q12972	Q99622
P62136-O60927	P62136-Q8NI77	yes	12	yes	46	['huMAP3_06341.1', 'huMAP3_14504.1', 'huMAP3_09354.1', 'huMAP3_09633.1', 'huMAP3_10148.1', 'huMAP3_08717.1', 'huMAP3_08482.1']	0.388	74.01205952819656	P62136	Q8NI77	O60927
Q92665-P82673	P82673-P82933	no	0	yes	13	['huMAP3_11966.1', 'huMAP3_08556.1', 'huMAP3_05954.1', 'huMAP3_09015.1', 'huMAP3_07654.1', 'huMAP3_09602.1', 'huMAP3_05807.1', 'huMAP3_10701.1', 'huMAP3_10538.1']	0.383	74.57145115126211	P82673	Q92665	P82933
Q07866-Q9H0B6	Q9H0B6-Q9NSK0	yes	19	yes	404	['huMAP3_10340.1', 'huMAP3_09851.1', 'huMAP3_14331.1', 'huMAP3_04401.1', 'huMAP3_11266.1', 'huMAP3_14054.1', 'huMAP3_12367.1']	0.452	77.69909263156535	Q9H0B6	Q07866	Q9NSK0
Q9NVC6-Q9H944	Q9NVC6-Q6P2C8	no	0	yes	1	['huMAP3_02730.1']	0.248	82.40826294551971	Q9NVC6	Q9H944	Q6P2C8
P62136-Q9H788	P62136-Q96QC0	yes	18	yes	191	['huMAP3_14504.1']	0.569	74.54558206419132	P62136	Q9H788	Q96QC0
Q68DK7-Q9H7Z6	Q8N5Y2-Q68DK7	no	0	yes	3	['huMAP3_12676.1', 'huMAP3_05936.1', 'huMAP3_11576.1']	0.507	73.7076693740574	Q68DK7	Q9H7Z6	Q8N5Y2
Q9Y294-P54198	Q9Y294-Q9NPG3	yes	14	yes	346	['huMAP3_08143.1', 'huMAP3_00115.1', 'huMAP3_10747.1', 'huMAP3_12711.1', 'huMAP3_12963.1', 'huMAP3_09859.1', 'huMAP3_11834.1', 'huMAP3_00724.1', 'huMAP3_09289.1', 'huMAP3_05517.1']	0.345	77.36642129156726	Q9Y294	Q9NPG3	P54198
Q8N5N7-Q9HD33	Q9BYD3-Q8N5N7	no	0	yes	36	['huMAP3_09602.1', 'huMAP3_08458.1', 'huMAP3_11966.1', 'huMAP3_06550.1', 'huMAP3_08556.1', 'huMAP3_09483.1', 'huMAP3_06589.1', 'huMAP3_09113.1', 'huMAP3_10701.1', 'huMAP3_07939.1', 'huMAP3_10538.1', 'huMAP3_06439.1']	0.258	70.36001747829519	Q8N5N7	Q9BYD3	Q9HD33
Q9NUP9-Q5T2T1	Q9NUP9-Q8N3R9	yes	13	yes	79	['huMAP3_14575.1', 'huMAP3_11195.1', 'huMAP3_08481.1', 'huMAP3_09519.1']	0.374	81.87327494072723	Q9NUP9	Q5T2T1	Q8N3R9
O43516-O00401	Q8TF74-O00401	yes	21	yes	108	['huMAP3_07569.1', 'huMAP3_03586.1', 'huMAP3_13345.1', 'huMAP3_10500.1', 'huMAP3_09681.1', 'huMAP3_14886.1', 'huMAP3_09119.1']	0.468	84.32383186449684	O00401	O43516	Q8TF74
Q5VWJ9-O95219	O95219-Q9UNH6	yes	45	yes	338	['huMAP3_14508.1', 'huMAP3_02676.1', 'huMAP3_13364.1', 'huMAP3_13505.1']	0.726	94.7657334255236	O95219	Q9UNH6	Q5VWJ9
Q15436-P53992	Q15436-O94855	yes	18	yes	881	['huMAP3_07775.1', 'huMAP3_11128.1', 'huMAP3_13535.1', 'huMAP3_09282.1', 'huMAP3_00707.1', 'huMAP3_06453.1', 'huMAP3_12394.1', 'huMAP3_11237.1']	0.565	74.23540007625975	Q15436	P53992	O94855
Q9NRL3-O43815	Q9NRL3-Q13033	yes	31	yes	514	['huMAP3_13510.1', 'huMAP3_07644.1', 'huMAP3_09709.1', 'huMAP3_10333.1']	0.453	70.50963465560766	Q9NRL3	Q13033	O43815
P62136-Q8NI77	P62136-Q6NYC8	yes	20	yes	299	['huMAP3_09354.1', 'huMAP3_10148.1', 'huMAP3_09633.1', 'huMAP3_14504.1']	0.462	71.9601633772259	P62136	Q6NYC8	Q8NI77
O43660-Q99459	Q13573-O43660	no	0	yes	88	['huMAP3_09504.1', 'huMAP3_09187.1', 'huMAP3_09945.1', 'huMAP3_15168.1']	0.327	74.43578018825528	O43660	Q13573	Q99459
Q8TCE6-Q567U6	Q86X83-Q567U6	no	0	no	0	['huMAP3_14444.1', 'huMAP3_01290.1', 'huMAP3_07032.1']	0.279	78.61834498194995	Q567U6	Q86X83	Q8TCE6
P31150-P61018	P31150-P51149	yes	15	yes	188	['huMAP3_08941.1', 'huMAP3_11094.1', 'huMAP3_09217.1', 'huMAP3_06994.1']	0.427	73.58835435256536	P31150	P51149	P61018
Q9NPG3-Q9NVP2	Q8IWY9-Q9NVP2	yes	14	yes	258	['huMAP3_08143.1', 'huMAP3_00115.1', 'huMAP3_10747.1', 'huMAP3_12711.1', 'huMAP3_12963.1', 'huMAP3_09859.1', 'huMAP3_11834.1', 'huMAP3_00724.1', 'huMAP3_09289.1', 'huMAP3_06020.1']	0.328	72.69932481144208	Q9NVP2	Q8IWY9	Q9NPG3
P62136-Q9H788	P62136-Q9UQ13	yes	16	yes	132	['huMAP3_06341.1', 'huMAP3_14504.1', 'huMAP3_09354.1', 'huMAP3_09633.1', 'huMAP3_10148.1', 'huMAP3_08717.1', 'huMAP3_00020.1', 'huMAP3_08482.1']	0.596	74.54558206419132	P62136	Q9H788	Q9UQ13
P15408-P17535	P15336-P15408	no	0	yes	51	['huMAP3_10133.1', 'huMAP3_15260.1', 'huMAP3_06833.1', 'huMAP3_09690.1']	0.387	85.00191859235804	P15408	P15336	P17535
P08237-Q01813	P17858-Q01813	yes	52	yes	779	['huMAP3_14709.1', 'huMAP3_04277.1']	0.73	86.15153319627565	Q01813	P08237	P17858
Q8NI27-Q96J01	Q8NI27-Q6I9Y2	no	0	no	0	['huMAP3_09101.1', 'huMAP3_09225.1', 'huMAP3_11966.1', 'huMAP3_13659.1', 'huMAP3_13461.1', 'huMAP3_10789.1', 'huMAP3_04932.1', 'huMAP3_04872.1', 'huMAP3_09943.1', 'huMAP3_10299.1', 'huMAP3_02019.1', 'huMAP3_08159.1', 'huMAP3_12548.1']	0.307	74.56609148250624	Q8NI27	Q6I9Y2	Q96J01
P31150-P51153	Q6IQ22-P31150	yes	12	yes	174	['huMAP3_11094.1', 'huMAP3_06994.1', 'huMAP3_08941.1', 'huMAP3_07302.1', 'huMAP3_06607.1', 'huMAP3_09217.1']	0.401	74.33777882538585	P31150	P51153	Q6IQ22
P24928-P52434	P24928-P61218	no	0	no	0	['huMAP3_08487.1', 'huMAP3_14318.1', 'huMAP3_11092.1', 'huMAP3_06426.1']	0.602	73.96743230669195	P24928	P61218	P52434
P61026-P31150	P31150-P20338	yes	14	yes	178	['huMAP3_11094.1', 'huMAP3_08941.1', 'huMAP3_11860.1', 'huMAP3_09217.1', 'huMAP3_06607.1']	0.414	75.46513308030532	P31150	P61026	P20338
P54652-P34932	P54652-Q9NZL4	yes	16	yes	220	['huMAP3_14723.1', 'huMAP3_07919.1', 'huMAP3_06506.1', 'huMAP3_13774.1', 'huMAP3_11049.1']	0.702	79.62772156186632	P54652	Q9NZL4	P34932
O43491-O95865	Q9H4G0-O95865	yes	21	yes	528	['huMAP3_11077.1', 'huMAP3_09803.1']	0.579	80.8957182105247	O95865	O43491	Q9H4G0
Q8N488-P35226	Q8N488-Q06587	no	0	yes	13	['huMAP3_14051.1', 'huMAP3_10162.1']	0.352	82.29614612825821	Q8N488	P35226	Q06587
Q9UPT5-Q8IYI6	Q9Y2D4-Q8IYI6	no	0	yes	8	['huMAP3_09839.1', 'huMAP3_12587.1', 'huMAP3_04054.1', 'huMAP3_07009.1']	0.572	72.10277133869806	Q8IYI6	Q9UPT5	Q9Y2D4
Q9P086-Q9NVC6	Q9NVC6-Q6P2C8	no	0	no	0	['huMAP3_02730.1']	0.519	80.2407482566872	Q9NVC6	Q9P086	Q6P2C8
Q9Y6Q5-P63010	Q9Y6Q5-Q10567	yes	56	yes	855	['huMAP3_12376.1', 'huMAP3_10876.1', 'huMAP3_10762.1', 'huMAP3_12394.1', 'huMAP3_12918.1']	0.716	81.50320377701182	Q9Y6Q5	Q10567	P63010
P31150-P61006	Q6IQ22-P31150	yes	17	yes	201	['huMAP3_01895.1', 'huMAP3_11094.1', 'huMAP3_06994.1', 'huMAP3_08941.1', 'huMAP3_07302.1', 'huMAP3_11860.1', 'huMAP3_06607.1', 'huMAP3_09217.1']	0.423	72.82127593925874	P31150	P61006	Q6IQ22
Q8WZ19-Q13829	Q8WZ19-Q9H3F6	yes	32	yes	265	['huMAP3_14151.1']	0.696	88.66816863691996	Q8WZ19	Q13829	Q9H3F6
Q99436-P28062	Q9Y244-Q99436	no	0	no	0	['huMAP3_00356.1', 'huMAP3_09656.1']	0.337	71.63404777608467	Q99436	P28062	Q9Y244
P61966-O43747	Q9Y6Q5-O43747	yes	21	yes	130	['huMAP3_08695.1', 'huMAP3_12376.1', 'huMAP3_04311.1', 'huMAP3_06769.1', 'huMAP3_10876.1', 'huMAP3_10762.1', 'huMAP3_13055.1', 'huMAP3_06557.1', 'huMAP3_12394.1', 'huMAP3_12918.1']	0.603	73.72108808374031	O43747	Q9Y6Q5	P61966
O60244-Q9NVC6	O60244-Q13503	no	0	yes	6	['huMAP3_02730.1']	0.383	73.18545986560476	O60244	Q9NVC6	Q13503
P46527-P30281	P30281-P49918	yes	25	yes	105	['huMAP3_14722.1', 'huMAP3_10449.1']	0.575	80.3346043408306	P30281	P49918	P46527
Q9Y296-Q9Y5R8	Q86SZ2-Q9Y5R8	no	0	no	0	['huMAP3_04127.1', 'huMAP3_07907.1', 'huMAP3_12177.1']	0.404	92.78555100214764	Q9Y5R8	Q86SZ2	Q9Y296
Q9BSJ2-Q6P582	Q9BSJ2-Q9UGJ1	no	0	yes	37	['huMAP3_14882.1', 'huMAP3_09443.1']	0.444	73.83004855559084	Q9BSJ2	Q6P582	Q9UGJ1
P31150-P61018	P31150-P61020	yes	15	yes	188	['huMAP3_08941.1', 'huMAP3_11094.1', 'huMAP3_09217.1']	0.427	75.42474819459197	P31150	P61020	P61018
P62714-P30153	P67775-P30153	no	0	yes	84	['huMAP3_13510.1', 'huMAP3_07998.1', 'huMAP3_06695.1', 'huMAP3_09709.1', 'huMAP3_10333.1']	0.498	79.21870232444815	P30153	P62714	P67775
P31150-P61018	P31150-Q15286	yes	12	yes	192	['huMAP3_08941.1', 'huMAP3_11094.1', 'huMAP3_09217.1']	0.387	74.55203133585788	P31150	Q15286	P61018
P38936-P30281	P30281-P49918	yes	25	yes	101	['huMAP3_14722.1', 'huMAP3_10449.1']	0.575	80.3346043408306	P30281	P49918	P38936
P31150-P20338	Q6IQ22-P31150	yes	11	yes	200	['huMAP3_11094.1', 'huMAP3_08941.1', 'huMAP3_11860.1', 'huMAP3_09217.1', 'huMAP3_06607.1']	0.414	74.33777882538585	P31150	P20338	Q6IQ22
P61026-P31150	P31150-P61020	yes	24	yes	193	['huMAP3_08941.1', 'huMAP3_11094.1', 'huMAP3_09217.1']	0.582	75.46513308030532	P31150	P61026	P61020
Q9NVC6-Q9H944	O60244-Q9NVC6	no	0	yes	16	['huMAP3_02730.1']	0.248	73.18545986560476	Q9NVC6	O60244	Q9H944
Q9Y291-P82675	Q92665-Q9Y291	no	0	yes	67	['huMAP3_11966.1', 'huMAP3_08556.1', 'huMAP3_05954.1', 'huMAP3_09015.1', 'huMAP3_07654.1', 'huMAP3_09602.1', 'huMAP3_10701.1', 'huMAP3_10538.1']	0.344	83.17383893672634	Q9Y291	P82675	Q92665
O75864-P62136	P62136-Q9UQ13	yes	13	yes	188	['huMAP3_05534.1', 'huMAP3_14504.1', 'huMAP3_09354.1', 'huMAP3_04660.1', 'huMAP3_09633.1', 'huMAP3_10148.1', 'huMAP3_08717.1', 'huMAP3_00020.1', 'huMAP3_08482.1']	0.266	71.29807094446122	P62136	Q9UQ13	O75864
O75864-P62136	Q6PJW8-P62136	yes	13	yes	242	['huMAP3_14504.1', 'huMAP3_09354.1', 'huMAP3_09633.1', 'huMAP3_10148.1', 'huMAP3_08717.1', 'huMAP3_08482.1']	0.266	71.29807094446122	P62136	O75864	Q6PJW8
Q8WUF5-P62136	P62136-Q15435	yes	21	yes	182	['huMAP3_10148.1', 'huMAP3_06341.1', 'huMAP3_14504.1']	0.681	74.70952136279297	P62136	Q15435	Q8WUF5
A9UHW6-O43310	Q9NUU7-A9UHW6	yes	11	yes	78	['huMAP3_14521.1', 'huMAP3_01753.1']	0.487	78.54983977442542	A9UHW6	O43310	Q9NUU7
P31150-P51153	P31150-P61006	yes	11	yes	178	['huMAP3_11094.1', 'huMAP3_06994.1', 'huMAP3_08941.1', 'huMAP3_07302.1', 'huMAP3_09217.1', 'huMAP3_06607.1']	0.401	72.82127593925874	P31150	P61006	P51153
Q9UNS2-Q7L5N1	Q7L5N1-Q9H9Q2	no	0	no	0	['huMAP3_09779.1', 'huMAP3_14528.1', 'huMAP3_08550.1', 'huMAP3_05816.1', 'huMAP3_05041.1']	0.254	81.47883621762827	Q7L5N1	Q9UNS2	Q9H9Q2
O00743-O75170	Q9UPN7-O00743	yes	36	yes	664	['huMAP3_12079.1', 'huMAP3_01958.1', 'huMAP3_14031.1']	0.678	82.92326688514673	O00743	Q9UPN7	O75170
Q9UPN7-O00743	Q5H9R7-O00743	yes	37	yes	643	['huMAP3_12079.1', 'huMAP3_01958.1', 'huMAP3_14031.1']	0.678	80.26615073428096	O00743	Q5H9R7	Q9UPN7
Q13509-P07437	Q9BQE3-P07437	yes	21	yes	432	['huMAP3_10665.1', 'huMAP3_09233.1', 'huMAP3_09603.1', 'huMAP3_09670.1', 'huMAP3_10475.1', 'huMAP3_14709.1', 'huMAP3_06977.1']	0.598	84.42890309769477	P07437	Q13509	Q9BQE3
P19388-P62487	P61218-P62487	no	0	yes	1	['huMAP3_14318.1', 'huMAP3_11092.1']	0.346	88.94486204595208	P62487	P61218	P19388
P68371-Q9BQE3	Q9BQE3-P07437	yes	25	yes	445	['huMAP3_09233.1', 'huMAP3_14709.1', 'huMAP3_10475.1', 'huMAP3_10665.1']	0.666	86.06296048780001	Q9BQE3	P07437	P68371
P22694-P31323	P22694-P24588	yes	21	yes	164	['huMAP3_07046.1', 'huMAP3_14681.1', 'huMAP3_11135.1', 'huMAP3_13352.1']	0.458	74.00714518588258	P22694	P24588	P31323
P31150-P61018	Q6IQ22-P31150	yes	14	yes	197	['huMAP3_01895.1', 'huMAP3_11094.1', 'huMAP3_06994.1', 'huMAP3_08941.1', 'huMAP3_11860.1', 'huMAP3_09217.1', 'huMAP3_06607.1']	0.427	74.33777882538585	P31150	P61018	Q6IQ22
