Entry	eggNOG
Q99677	ENOG502QV8W;
Q99683	KOG4279;
Q99684	KOG1721;
Q99685	KOG1455;
Q99687	
Q99689	KOG3919;
Q99697	KOG0486;
Q99698	KOG1786;
Q99700	KOG2375;
Q99704	KOG4047;
Q99705	KOG3656;
Q99706	ENOG502RU21;
Q99707	KOG1579;
Q99708	ENOG502QTV5;
Q99712	KOG3827;
Q99714	KOG1199;
Q99715	KOG3544;
Q99717	KOG3701;
Q99719	KOG2655;
Q99720	KOG4143;
Q99726	KOG1482;
Q99728	KOG0504;KOG4362;
Q99729	KOG0118;
Q99731	ENOG502SENW;
Q99732	ENOG502S2GM;
Q99733	KOG1507;
Q99735	ENOG502S082;
Q99741	KOG2227;
Q99743	KOG3561;
Q99747	KOG1585;
Q99748	ENOG502QWH4;
Q99750	ENOG502RZMC;
Q99755	KOG0229;
Q99757	KOG0910;
Q99758	KOG0059;
Q99759	KOG0198;
Q99766	KOG3864;
Q99767	KOG3605;
Q99784	KOG3545;
Q99788	KOG3656;
Q99795	ENOG502QR0Y;
Q99797	KOG2090;
Q99798	KOG0453;
Q99801	KOG0842;
Q99807	KOG4061;
Q99808	KOG1479;
Q99814	KOG3558;
Q99816	KOG2391;
Q99828	
Q99829	KOG1327;
Q99832	KOG0361;
Q99835	KOG3577;
Q99836	ENOG502QWKI;
Q99848	KOG3080;
Q99853	KOG3562;
Q99856	KOG2744;
Q99871	ENOG502RYVK;
Q99873	KOG1499;
Q99877	KOG1744;
Q99878	KOG1756;
Q99879	KOG1744;
Q99880	KOG1744;
Q99884	KOG3660;
Q99895	KOG3627;
Q99909	ENOG502RU1A;
Q99928	KOG3642;
Q99929	KOG4029;
Q99932	ENOG502S06E;
Q99933	ENOG502RN5W;
Q99935	ENOG502RWXN;
Q99941	KOG4343;
Q99942	KOG0823;
Q99943	KOG2848;
Q99944	KOG1217;
Q99946	ENOG502QWCK;
Q99952	KOG0789;
Q99956	KOG1717;
Q99958	KOG2294;
Q99959	KOG1048;
Q99961	KOG1118;
Q99962	KOG1118;
Q99963	KOG1118;
Q99965	KOG3607;
Q99966	ENOG502RZBF;
Q99967	ENOG502QSRC;
Q99969	ENOG502SE7C;
Q99972	KOG3545;
Q99973	KOG3602;KOG4155;
Q99983	KOG0619;
Q99985	KOG3611;
Q99986	KOG1164;
Q99988	KOG3900;
Q99990	ENOG502S2FK;
Q99996	ENOG502QV16;
Q99999	ENOG502QTXT;
Q9BPU6	KOG2584;
Q9BPU9	KOG4028;
Q9BPV8	ENOG502QUS2;
Q9BPW8	KOG2883;
Q9BPW9	KOG1610;
Q9BPX1	KOG0725;
Q9BPX3	KOG2025;
Q9BPX6	KOG2643;
Q9BPY8	KOG0490;
Q9BPZ2	ENOG502QRYD;
Q9BPZ3	ENOG502RZKX;
Q9BPZ7	KOG3739;
Q9BQ04	KOG0109;
Q9BQ15	KOG3416;
Q9BQ16	KOG3555;
Q9BQ24	ENOG502QRR6;
Q9BQ31	KOG3713;
Q9BQ39	KOG0331;
Q9BQ50	KOG4793;
Q9BQ51	ENOG502S1Y9;
Q9BQ52	KOG2121;
Q9BQ65	KOG3102;
Q9BQ66	KOG4726;
Q9BQ67	KOG0302;
Q9BQ69	KOG2633;
Q9BQ70	KOG2422;
Q9BQ83	KOG3005;
Q9BQ87	
Q9BQ89	ENOG502R37V;
Q9BQ90	KOG4693;
Q9BQ95	KOG3941;
Q9BQA1	KOG0284;
Q9BQA5	KOG3608;
Q9BQA9	ENOG502S06T;
Q9BQB4	ENOG502QTBG;
Q9BQB6	ENOG502S4E7;
Q9BQC3	KOG2648;
Q9BQD3	KOG3443;
Q9BQD7	KOG4058;
Q9BQE3	KOG1376;
Q9BQE4	ENOG502RXYU;
Q9BQE5	ENOG502RZGU;
Q9BQE9	KOG4095;
Q9BQF6	KOG0779;
Q9BQG0	KOG1926;
Q9BQG1	KOG1028;
Q9BQG2	KOG0504;KOG3084;
Q9BQI0	
Q9BQI3	KOG1035;
Q9BQI4	ENOG502QPN3;
Q9BQI5	KOG2398;
Q9BQI6	KOG0504;KOG1929;
Q9BQJ4	KOG4671;
Q9BQK8	KOG2116;
Q9BQL6	KOG3727;
Q9BQP7	ENOG502QVKE;
Q9BQQ3	KOG3834;
Q9BQS2	KOG1028;
Q9BQS7	KOG1263;
Q9BQS8	KOG1729;
Q9BQT8	KOG0754;
Q9BQT9	KOG1834;
Q9BQW3	KOG3836;
Q9BQY4	KOG0490;
Q9BR01	KOG1584;
Q9BR39	KOG0231;
Q9BR61	KOG0817;
Q9BR76	KOG0303;
Q9BRA0	KOG3168;
Q9BRA2	KOG3425;
Q9BRB3	KOG1183;
Q9BRC7	KOG0169;
Q9BRD0	KOG2654;
Q9BRF8	KOG1378;
Q9BRG1	KOG4068;
Q9BRG2	ENOG502QS5X;
Q9BRI3	
Q9BRJ2	KOG4599;
Q9BRJ7	ENOG502S20E;
Q9BRJ9	KOG4029;
Q9BRK0	KOG1726;
Q9BRK3	ENOG502QRZ7;
Q9BRK4	ENOG502QWFS;
Q9BRK5	KOG4251;
Q9BRL6	KOG4207;
Q9BRL7	KOG0862;
Q9BRP0	KOG3576;
Q9BRP8	KOG4325;
Q9BRQ0	ENOG502QSRS;
Q9BRQ3	ENOG502QRSW;
Q9BRQ5	KOG4298;
Q9BRQ6	KOG4083;
Q9BRQ8	KOG1336;
Q9BRR0	KOG1721;
Q9BRR3	ENOG502QT3K;
Q9BRR6	KOG4184;
Q9BRR9	KOG1450;
Q9BRS2	KOG2270;
Q9BRS8	KOG1855;
Q9BRT2	ENOG502S2M4;
Q9BRT3	ENOG502S3GR;
Q9BRT8	KOG2743;
Q9BRT9	KOG3176;
Q9BRU9	KOG3164;
Q9BRV3	KOG1623;
Q9BRV8	ENOG502QTKS;
Q9BRX2	KOG2869;
Q9BRX5	
Q9BRX8	KOG4498;
Q9BRX9	KOG0316;
Q9BRZ2	KOG2177;
Q9BS16	ENOG502QVGW;
Q9BS18	ENOG502S4J1;
Q9BS26	KOG0912;
Q9BS31	KOG1721;
Q9BS34	KOG1721;
Q9BS40	ENOG502RYUY;
Q9BS86	ENOG502RJ20;
Q9BS91	KOG2234;
Q9BSA4	KOG4433;
Q9BSA9	ENOG502QR5C;
Q9BSB4	KOG4493;
Q9BSD3	ENOG502S7M3;
Q9BSD7	ENOG502QVJ8;
Q9BSE2	ENOG502QVUB;
Q9BSE4	KOG4583;
Q9BSE5	KOG2964;
Q9BSF0	ENOG502S8S1;
Q9BSG1	KOG1721;
Q9BSH4	KOG2972;
Q9BSH5	KOG3085;
Q9BSI4	ENOG502S5UZ;
Q9BSJ2	KOG2001;
Q9BSJ5	KOG4092;
Q9BSJ6	ENOG502S0SN;
Q9BSJ8	KOG1012;
Q9BSK2	KOG0757;
Q9BSK4	KOG0508;
Q9BSL1	ENOG502QQQ6;
Q9BSM1	KOG2660;
Q9BSQ5	ENOG502QSZM;
Q9BSR8	KOG3103;
Q9BST9	ENOG502QRWR;
Q9BSU1	KOG2819;
Q9BSU3	KOG3235;
Q9BSV6	KOG4133;
Q9BSW2	KOG0078;
Q9BSW7	KOG1028;
Q9BSY9	KOG0324;
Q9BT04	ENOG502QVMY;
Q9BT09	KOG4052;
Q9BT17	KOG2485;
Q9BT22	KOG2941;
Q9BT23	KOG1700;
Q9BT25	ENOG502S04A;
Q9BT30	KOG4176;
Q9BT40	KOG0565;
Q9BT43	ENOG502QUPX;
Q9BT49	ENOG502QT6V;
Q9BT56	ENOG502SAD1;
Q9BT67	KOG4812;
Q9BT78	KOG1497;
Q9BT81	KOG0527;
Q9BT88	KOG1028;
Q9BT92	ENOG502QVSH;
Q9BTA9	KOG0152;
Q9BTC0	KOG1632;KOG1634;
Q9BTC8	KOG3554;
Q9BTD3	ENOG502S0WC;
Q9BTD8	KOG0226;
Q9BTE1	KOG3121;
Q9BTE3	KOG2545;
Q9BTE6	KOG2105;
Q9BTE7	KOG3077;
Q9BTK6	ENOG502S0T8;
Q9BTL3	ENOG502S60Q;
Q9BTL4	ENOG502S19F;
Q9BTM9	KOG4146;
Q9BTN0	KOG0619;
Q9BTP6	ENOG502SQ4N;
Q9BTP7	KOG2841;
Q9BTT0	KOG2739;
Q9BTT4	KOG3046;
Q9BTU6	KOG2381;
Q9BTV4	ENOG502QSR2;
Q9BTV5	KOG2177;
Q9BTW9	KOG1943;
Q9BTX1	KOG4358;
Q9BTX3	KOG3269;
Q9BTY2	KOG3340;
Q9BTZ2	KOG0725;
Q9BU02	ENOG502S5G9;
Q9BU19	KOG1721;
Q9BU20	KOG0395;
Q9BU40	ENOG502QQFQ;
Q9BU61	KOG3363;
Q9BU64	ENOG502RY72;
Q9BU76	KOG4520;
Q9BU79	ENOG502RZ1F;
Q9BU89	KOG0567;
Q9BUA3	ENOG502S4I6;
Q9BUB4	KOG2777;
Q9BUB5	KOG0607;
Q9BUB7	KOG4478;
Q9BUD6	KOG3539;
Q9BUE0	KOG3264;
Q9BUE6	KOG1120;
Q9BUF5	KOG1375;
Q9BUF7	ENOG502S74B;
Q9BUH6	ENOG502S6IF;
Q9BUH8	ENOG502QUGW;
Q9BUI4	KOG2587;
Q9BUJ2	KOG2242;
Q9BUK6	KOG2530;
Q9BUL5	KOG1844;
Q9BUL8	KOG4025;
Q9BUL9	KOG2567;
Q9BUM1	ENOG502QS5D;
Q9BUN5	ENOG502RYUK;
Q9BUN8	KOG0858;
Q9BUP0	KOG0041;
Q9BUP3	KOG4039;
Q9BUQ8	KOG0333;
Q9BUR4	KOG2919;
Q9BUR5	KOG4798;
Q9BUT1	KOG0725;
Q9BUU2	KOG2497;
Q9BUV0	ENOG502S6J6;
Q9BUV8	KOG3415;
Q9BUW7	ENOG502SAFB;
Q9BUX1	KOG3182;
Q9BUY5	KOG1721;
Q9BUZ4	KOG0297;
Q9BV10	KOG2516;
Q9BV20	KOG1468;
Q9BV23	KOG1454;
Q9BV29	KOG4106;
Q9BV35	KOG0036;
Q9BV36	ENOG502RJPZ;
Q9BV38	KOG0646;
Q9BV40	KOG0860;
Q9BV44	ENOG502QSE5;
Q9BV47	KOG1716;
Q9BV57	KOG2107;
Q9BV68	KOG0800;
Q9BV73	ENOG502QTBY;
Q9BV79	KOG0025;
Q9BV81	KOG4455;
Q9BV86	KOG3178;
Q9BV90	ENOG502RXSI;
Q9BV94	KOG2429;
Q9BVA0	KOG0267;
Q9BVA1	KOG1375;
Q9BVA6	KOG3824;
Q9BVC3	KOG0798;
Q9BVC4	KOG0315;
Q9BVC6	ENOG502S0EJ;
Q9BVG3	KOG2177;
Q9BVG8	KOG0239;
Q9BVG9	KOG2735;
Q9BVH7	KOG2692;
Q9BVI0	KOG1844;
Q9BVI4	KOG2154;
Q9BVJ6	KOG2172;
Q9BVJ7	KOG1720;
Q9BVK2	KOG2576;
Q9BVK6	KOG1690;
Q9BVK8	KOG3236;
Q9BVL2	ENOG502QRD8;
Q9BVL4	KOG2542;
Q9BVM4	KOG4450;
Q9BVN2	ENOG502QWTC;
Q9BVP2	KOG2484;
Q9BVQ7	KOG0730;
Q9BVS4	KOG2268;
Q9BVS5	KOG2915;
Q9BVT8	ENOG502QU8U;
Q9BVV2	ENOG502QW8H;
Q9BVV6	ENOG502QUXJ;
Q9BVV7	KOG4836;
Q9BVW5	KOG3004;
Q9BVX2	ENOG502QQ43;
Q9BW04	ENOG502RGW5;
Q9BW11	KOG2483;
Q9BW19	KOG0239;
Q9BW27	KOG2271;
Q9BW60	KOG3071;
Q9BW61	KOG4816;
Q9BW62	KOG0738;
Q9BW66	ENOG502S092;
Q9BW71	ENOG502S0AG;
Q9BW83	KOG0079;
Q9BW85	KOG2989;
Q9BW91	KOG4195;
Q9BW92	KOG1637;
Q9BWC9	ENOG502RTFM;
Q9BWD1	KOG1390;
Q9BWE0	KOG1721;
Q9BWF2	KOG0827;
Q9BWF3	KOG0109;
Q9BWG6	ENOG502QWNV;
Q9BWH2	KOG4099;
Q9BWH6	KOG1894;KOG4732;
Q9BWJ5	KOG3485;
Q9BWK5	ENOG502SEX2;
Q9BWL3	ENOG502QUKH;
Q9BWM7	KOG3767;
Q9BWN1	ENOG502RJ6E;
Q9BWP8	KOG4297;
Q9BWQ6	KOG3114;
Q9BWQ8	KOG2322;
Q9BWS9	KOG2091;
Q9BWT1	ENOG502QQPE;
Q9BWT3	KOG2245;
Q9BWT7	KOG0708;
Q9BWU0	KOG1881;
Q9BWU1	KOG0666;
Q9BWV1	ENOG502QUNT;
Q9BWV3	KOG3127;
Q9BWV7	KOG2157;
Q9BWW4	KOG4594;
Q9BWW7	KOG2462;
Q9BWX1	KOG1084;
Q9BWX5	KOG1601;
Q9BX10	KOG1143;
Q9BX26	ENOG502QVM5;
Q9BX40	KOG1073;
Q9BX46	KOG0149;KOG4205;
Q9BX59	ENOG502QSXA;
Q9BX63	KOG1132;
Q9BX66	KOG4225;
Q9BX67	ENOG502QTVP;
Q9BX68	KOG3275;
Q9BX70	KOG2075;
Q9BX74	KOG4272;
Q9BX79	ENOG502QRSS;
Q9BX84	KOG3614;
Q9BX95	KOG2822;
Q9BX97	ENOG502S1PR;
Q9BXA5	ENOG502QVWP;
Q9BXA6	KOG0583;
Q9BXA7	KOG0583;
Q9BXB1	KOG0619;KOG2087;
Q9BXB4	KOG2210;
Q9BXB5	KOG2210;
Q9BXB7	ENOG502RSQ1;
Q9BXC0	KOG3656;
Q9BXC1	ENOG502QSC0;
Q9BXC9	ENOG502QPWU;
Q9BXD5	ENOG502QQA3;
Q9BXF3	KOG1472;
Q9BXF6	ENOG502QQKU;
Q9BXF9	KOG2685;
Q9BXH1	
Q9BXI2	KOG0763;
Q9BXI3	ENOG502QRJF;
Q9BXI6	KOG2221;
Q9BXI9	ENOG502QT5D;
Q9BXJ0	ENOG502QUEA;
Q9BXJ1	ENOG502QT5D;
Q9BXJ3	ENOG502QX94;
Q9BXJ4	ENOG502QSK2;
Q9BXJ5	ENOG502QT1U;
Q9BXJ7	ENOG502QUUQ;
Q9BXJ8	KOG4758;
Q9BXJ9	KOG1156;
Q9BXK5	ENOG502R6AP;
Q9BXL6	KOG0708;
Q9BXL7	KOG0708;
Q9BXL8	ENOG502QWNU;
Q9BXM0	ENOG502QS7Y;
Q9BXM7	KOG4158;
Q9BXN1	KOG0619;
Q9BXN2	KOG4297;
Q9BXP2	KOG1288;
Q9BXP5	KOG2295;
Q9BXP8	ENOG502QQ7Z;
Q9BXR0	KOG3908;
Q9BXR3	
Q9BXR5	KOG4641;
Q9BXR6	ENOG502RTVY;
Q9BXS0	KOG3544;
Q9BXS1	KOG0142;
Q9BXS4	ENOG502QUIS;
Q9BXS5	KOG0937;
Q9BXS6	ENOG502QVI7;
Q9BXS9	KOG0236;
Q9BXT4	KOG2039;
Q9BXT5	ENOG502QW6W;
Q9BXT6	KOG1804;
Q9BXT8	KOG2039;KOG2279;
Q9BXU0	ENOG502S8K9;
Q9BXU1	ENOG502QPJA;
Q9BXU7	KOG1868;
Q9BXU9	KOG0027;
Q9BXV9	ENOG502SW4V;
Q9BXW4	KOG1654;
Q9BXW6	KOG2209;
Q9BXW9	KOG4712;
Q9BXX0	ENOG502QV5P;
Q9BXY4	KOG3525;
Q9BXY8	ENOG502RW3Y;
Q9BY07	KOG1172;
Q9BY08	KOG4826;
Q9BY10	KOG2816;
Q9BY11	KOG2856;
Q9BY12	KOG4722;
Q9BY14	ENOG502T90B;
Q9BY15	KOG4193;
Q9BY27	KOG4810;
Q9BY32	KOG3222;
Q9BY41	KOG1342;
Q9BY42	KOG3113;
Q9BY43	KOG1656;
Q9BY44	KOG2315;
Q9BY49	KOG0725;
Q9BY50	KOG3342;
Q9BY64	KOG1192;
Q9BY66	
Q9BY67	ENOG502R1KU;
Q9BY76	KOG2579;
Q9BY77	KOG0533;
Q9BY78	KOG4265;
Q9BY79	KOG3577;KOG4292;
Q9BY84	KOG1716;
Q9BYB0	
Q9BYB4	KOG0322;
Q9BYC5	KOG3705;
Q9BYC8	KOG4080;
Q9BYD5	ENOG502S8N3;
Q9BYE0	KOG4304;
Q9BYE2	KOG3627;
Q9BYE3	ENOG502TDZ9;
Q9BYE7	KOG2660;
Q9BYE9	KOG3594;
Q9BYF1	KOG3690;
Q9BYG0	KOG2287;
Q9BYG3	KOG4208;
Q9BYG4	KOG3606;
Q9BYG5	KOG3606;
Q9BYG8	ENOG502S0IQ;
Q9BYH1	ENOG502QVYR;
Q9BYH8	KOG0504;
Q9BYI3	KOG4688;
Q9BYJ1	ENOG502QQSP;
Q9BYJ4	KOG2177;
Q9BYJ9	KOG1901;
Q9BYK8	KOG1804;KOG2102;
Q9BYM8	KOG1815;
Q9BYN0	KOG3388;
Q9BYN7	KOG1721;
Q9BYP7	KOG0584;
Q9BYP8	KOG4726;
Q9BYP9	
Q9BYQ0	KOG4726;
Q9BYQ2	KOG4726;
Q9BYQ3	KOG4726;
Q9BYQ4	KOG4726;
Q9BYQ5	KOG4726;
Q9BYQ6	KOG4726;
Q9BYQ7	KOG4726;
Q9BYR0	
Q9BYR2	KOG4726;
Q9BYR3	KOG4726;
Q9BYR4	KOG4726;
Q9BYR5	KOG4726;
Q9BYR6	KOG4726;
Q9BYR7	KOG4726;
Q9BYR8	KOG4726;
Q9BYR9	
Q9BYS1	KOG4726;
Q9BYT1	KOG2532;
Q9BYT3	KOG0032;
Q9BYT8	KOG2089;
Q9BYT9	KOG2514;
Q9BYU1	KOG0774;
Q9BYV1	KOG1404;
Q9BYV2	
Q9BYV6	KOG2177;
Q9BYV7	KOG1285;
Q9BYV8	ENOG502QR8A;
Q9BYV9	KOG3863;
Q9BYW1	KOG0569;
Q9BYW2	KOG4442;
Q9BYW3	ENOG502TDX7;
Q9BYX2	KOG2058;
Q9BYX4	KOG0354;
Q9BYX7	
Q9BYZ2	KOG1495;
Q9BYZ6	KOG0393;
Q9BYZ8	KOG4297;
Q9BZ11	KOG3607;
Q9BZ23	KOG2201;
Q9BZ29	KOG1997;
Q9BZ67	KOG4335;
Q9BZ71	KOG3668;
Q9BZ72	KOG3668;
Q9BZ95	KOG1081;
Q9BZA7	ENOG502QPMK;
Q9BZA8	
Q9BZB8	KOG0129;
Q9BZC1	KOG0146;
Q9BZC7	KOG0059;
Q9BZD2	KOG1479;
Q9BZD4	KOG4438;
Q9BZD6	ENOG502S0JP;
Q9BZE0	KOG1721;
Q9BZE2	KOG2554;
Q9BZE4	KOG1490;
Q9BZE9	KOG2699;
Q9BZF1	KOG2210;
Q9BZF2	KOG1737;
Q9BZF3	KOG1737;
Q9BZF9	ENOG502QPYN;
Q9BZG1	KOG0094;
Q9BZG2	KOG3720;
Q9BZG8	KOG2648;
Q9BZH6	KOG1912;
Q9BZI7	KOG1295;
Q9BZJ0	KOG1915;
Q9BZJ3	KOG3627;
Q9BZJ4	KOG0761;
Q9BZJ7	KOG3656;
Q9BZJ8	KOG3656;
Q9BZK7	KOG0273;
Q9BZL1	KOG3493;
Q9BZL3	ENOG502SGSH;
Q9BZL4	KOG0505;
Q9BZL6	KOG4236;
Q9BZM1	ENOG502QU22;
Q9BZM2	KOG4087;
Q9BZM3	KOG0489;
Q9BZM4	ENOG502TM6M;
Q9BZM5	ENOG502TM6M;
Q9BZM6	ENOG502TM6M;
Q9BZP6	KOG2806;
Q9BZQ2	ENOG502QT5S;
Q9BZQ4	KOG3199;
Q9BZQ6	KOG2430;
Q9BZQ8	ENOG502QVNR;
Q9BZR6	KOG0619;
Q9BZR8	KOG4728;
Q9BZR9	KOG2177;
Q9BZS1	KOG4385;
Q9BZV1	KOG2699;
Q9BZV2	KOG3810;
Q9BZV3	ENOG502QT6W;
Q9BZW2	KOG1281;
Q9BZW4	ENOG502QRB2;
Q9BZW7	ENOG502RJHC;
Q9BZW8	ENOG502S7N7;
Q9BZX2	KOG4203;
Q9BZX4	ENOG502R2JI;
Q9BZY9	KOG2177;
Q9BZZ2	KOG4475;
Q9BZZ5	KOG2213;
Q9C000	ENOG502S4A4;
Q9C004	ENOG502QQ4V;
Q9C005	KOG4109;
Q9C019	KOG2177;
Q9C026	KOG4367;
Q9C029	KOG2177;
Q9C030	KOG2177;
Q9C035	KOG2177;
Q9C037	KOG2177;
Q9C040	KOG2177;
Q9C056	KOG0847;
Q9C086	ENOG502QUQX;
Q9C091	ENOG502QQXD;
Q9C093	ENOG502QR7Y;
Q9C098	KOG0032;
Q9C0A0	KOG3516;
Q9C0A1	KOG1146;
Q9C0A6	KOG1844;
Q9C0B0	KOG1100;KOG1595;
Q9C0B1	ENOG502QR31;
Q9C0B2	ENOG502QPUP;
Q9C0B5	KOG1311;
Q9C0C2	ENOG502QSXZ;
Q9C0C4	KOG3611;
Q9C0C6	ENOG502RJ2N;
Q9C0C7	KOG0266;
Q9C0C9	KOG0895;
Q9C0D0	KOG4339;
Q9C0D2	ENOG502QSZR;
Q9C0D3	KOG3665;
Q9C0D5	KOG0504;
Q9C0D6	KOG1922;
Q9C0D9	KOG2877;
Q9C0E2	KOG4541;
Q9C0E4	KOG3528;
Q9C0E8	KOG2846;
Q9C0F0	ENOG502QWPH;
Q9C0F1	ENOG502R3RQ;
Q9C0F3	KOG1721;
Q9C0G0	KOG1721;
Q9C0G6	KOG3595;
Q9C0H2	KOG4433;
Q9C0H9	ENOG502QPNH;
Q9C0I1	KOG1089;
Q9C0I4	KOG3538;
Q9C0J1	KOG2287;
Q9C0J8	KOG0284;
Q9C0J9	KOG4304;
Q9C0K0	KOG1721;
Q9C0K1	KOG2693;
Q9C0K7	KOG0582;
Q9GZL7	KOG0313;
Q9GZM5	KOG3114;
Q9GZM7	KOG1544;
Q9GZM8	KOG1853;
Q9GZN0	KOG3656;
Q9GZN1	KOG0680;
Q9GZN2	KOG0773;
Q9GZN4	KOG3627;
Q9GZN7	KOG3992;
Q9GZP0	ENOG502QPQY;
Q9GZP9	KOG0858;
Q9GZQ4	KOG3656;
Q9GZQ6	KOG3656;
Q9GZQ8	KOG1654;
Q9GZR1	KOG0779;
Q9GZR2	KOG2249;
Q9GZR5	KOG3071;
Q9GZS0	KOG1587;
Q9GZS1	KOG4183;
Q9GZS3	KOG4155;
Q9GZS9	ENOG502QQMD;
Q9GZT3	KOG0118;
Q9GZT4	KOG1251;
Q9GZT5	KOG3913;
Q9GZT8	KOG4131;
Q9GZT9	KOG3710;
Q9GZU1	KOG3733;
Q9GZU2	KOG1721;
Q9GZU5	KOG4237;
Q9GZU7	KOG1605;
Q9GZU8	KOG4036;
Q9GZV1	KOG0504;
Q9GZV3	KOG3761;
Q9GZV4	KOG3271;
Q9GZV5	KOG0940;
Q9GZV7	ENOG502QV1D;
Q9GZV8	KOG1721;
Q9GZV9	KOG3885;
Q9GZW8	ENOG502RP28;
Q9GZX3	ENOG502QQMD;
Q9GZX5	KOG1721;
Q9GZX6	ENOG502S5PC;
Q9GZX7	KOG4075;
Q9GZX9	ENOG502QRE9;
Q9GZY0	KOG3763;
Q9GZY6	ENOG502SH0N;
Q9GZY8	ENOG502R96B;
Q9GZZ1	KOG3138;
Q9GZZ6	KOG3645;
Q9GZZ7	ENOG502QSGA;
Q9GZZ8	ENOG502TDZH;
Q9GZZ9	KOG2336;
Q9H000	KOG1039;
Q9H008	KOG3040;
Q9H013	KOG3607;
Q9H015	KOG0255;
Q9H019	ENOG502QRAC;
Q9H040	KOG3931;
Q9H061	ENOG502RYF0;
Q9H063	KOG3104;
Q9H069	KOG0531;
Q9H074	KOG0401;
Q9H078	KOG1051;
Q9H079	ENOG502QT0F;
Q9H081	ENOG502RXZ1;
Q9H082	KOG0084;
Q9H089	KOG1424;
Q9H093	KOG0611;
Q9H095	ENOG502QQR7;
Q9H0A0	KOG2036;
Q9H0A6	KOG0800;
Q9H0A8	ENOG502QSP3;
Q9H0A9	ENOG502RRP2;
Q9H0B3	ENOG502SCUX;
Q9H0B6	KOG1840;
Q9H0B8	KOG3017;
Q9H0C1	ENOG502QSY3;
Q9H0C2	KOG0749;
Q9H0C5	KOG2075;
Q9H0C8	KOG0698;
Q9H0D2	KOG1721;KOG4167;
Q9H0D6	KOG2044;
Q9H0E2	ENOG502QWQA;
Q9H0E3	ENOG502QQ6P;
Q9H0E7	KOG1867;
Q9H0E9	ENOG502QRPS;
Q9H0F5	KOG0800;
Q9H0F6	KOG1815;
Q9H0F7	KOG0070;
Q9H0G5	KOG2117;
Q9H0H0	ENOG502QSP2;
Q9H0H3	KOG4441;
Q9H0H5	KOG3564;
Q9H0I2	ENOG502QU1P;
Q9H0I3	ENOG502QU7J;
Q9H0J4	ENOG502R9P3;
Q9H0J9	ENOG502QSC4;
Q9H0K1	KOG0586;
Q9H0K6	KOG2339;
Q9H0L4	KOG0108;
Q9H0M0	KOG0940;
Q9H0M4	ENOG502QSQZ;
Q9H0N0	KOG0094;
Q9H0N5	KOG4073;
Q9H0P0	KOG3128;
Q9H0Q3	
Q9H0R1	KOG0937;
Q9H0R3	KOG3150;
Q9H0R5	KOG2037;
Q9H0R6	KOG1211;
Q9H0R8	KOG1654;
Q9H0S4	KOG0330;
Q9H0T7	KOG0092;
Q9H0U3	KOG2603;
Q9H0U4	KOG0084;
Q9H0U6	KOG3333;
Q9H0V9	KOG3839;
Q9H0W5	ENOG502S9UD;
Q9H0W8	KOG4181;
Q9H0W9	KOG4048;
Q9H0X6	KOG2177;
Q9H0X9	KOG2210;
Q9H0Y0	KOG4741;
Q9H0Z9	KOG0149;
Q9H112	ENOG502RWFM;
Q9H115	KOG1586;
Q9H116	KOG1721;
Q9H147	KOG4801;
Q9H156	ENOG502QR6C;
Q9H159	KOG3594;
Q9H160	KOG1973;
Q9H161	KOG0490;
Q9H165	KOG1721;
Q9H169	
Q9H171	ENOG502SRWE;
Q9H172	KOG0061;
Q9H173	KOG2160;
Q9H190	ENOG502S0HE;
Q9H1A4	KOG1858;
Q9H1B4	KOG3763;
Q9H1B5	KOG0799;
Q9H1B7	KOG3579;
Q9H1C4	KOG3097;
Q9H1D0	KOG3676;
Q9H1D9	KOG3233;
Q9H1E1	ENOG502TDZ3;
Q9H1E3	ENOG502R8NJ;
Q9H1H9	KOG0241;
Q9H1I8	KOG4501;
Q9H1J1	KOG1295;
Q9H1J5	KOG3913;
Q9H1J7	KOG3913;
Q9H1K0	KOG1842;
Q9H1K1	KOG3361;
Q9H1K4	KOG0750;
Q9H1M4	ENOG502TFAJ;
Q9H1N7	KOG1582;
Q9H1P3	KOG2209;
Q9H1P6	ENOG502S4TU;
Q9H1R2	KOG1716;
Q9H1R3	KOG0032;
Q9H1U9	KOG1519;
Q9H1V8	KOG3659;
Q9H1X1	
Q9H1Y0	KOG2976;
Q9H1Y3	KOG3656;
Q9H201	KOG2056;
Q9H204	ENOG502QSN9;
Q9H211	KOG4762;
Q9H221	KOG0061;
Q9H222	KOG0061;
Q9H223	KOG1954;
Q9H227	
Q9H228	ENOG502QSWN;
Q9H237	KOG4312;
Q9H239	KOG1565;
Q9H244	ENOG502QUS2;
Q9H251	KOG3594;
Q9H252	KOG0498;
Q9H254	KOG0517;
Q9H255	ENOG502QVRN;
Q9H257	ENOG502R00K;
Q9H267	KOG1302;
Q9H269	KOG2280;
Q9H270	KOG2114;
Q9H293	ENOG502S755;
Q9H295	ENOG502QWDQ;
Q9H299	KOG4023;
Q9H2A2	KOG2450;
Q9H2A7	ENOG502T0B7;
Q9H2A9	KOG4651;
Q9H2B2	KOG1028;
Q9H2B4	KOG0236;
Q9H2C0	KOG4441;
Q9H2C1	KOG0490;
Q9H2C2	KOG3134;
Q9H2D1	KOG0764;
Q9H2D6	KOG4807;
Q9H2E6	KOG3611;
Q9H2F3	KOG1430;
Q9H2F5	KOG2261;
Q9H2F9	ENOG502RXID;
Q9H2G2	KOG0579;
Q9H2G4	KOG1508;
